#Timestamp 	 pt1000 Temperature 
1537924459.634048	21.820577952103577	21.57307889022377	20.425190432011277	19.634668920255535	20.934971163098453
1537924470.4829068	21.725284782820836	21.626388795783896	20.797219724274782	20.01459018441801	20.96612694756459
1537924481.3310077	21.767780050068723	22.079686074805522	21.766749855388298	21.01479234825183	21.268172852079715
1537924492.1795933	21.92823674346255	22.685809587474523	22.793238598398148	22.135064667829283	21.740479998212777
1537924503.028192	22.190186596270905	23.326828049538562	23.75896648971093	23.263957461339942	22.312024735032082
1537924513.8752923	22.55906324849002	23.990390951276822	24.710795674007386	24.395035677314354	22.949106966810632
1537924524.7259943	22.987495497864074	24.675738398578233	25.685071010590946	25.52288693066339	23.633725631699235
1537924535.5732577	23.521373626806962	25.421558105820623	26.767961032103813	26.62042595345565	24.355084496937707
1537924546.4216487	24.08806821990038	26.175796691748474	27.809919555483702	27.76579934690153	25.129964810627825
1537924557.269904	24.73915109217478	26.951615197395768	28.86691468894105	28.953894274316553	25.940094964516902
1537924568.1186156	25.421558105820623	27.754446872885183	29.86899488940162	30.037070252182275	26.74964775735907
1537924578.9671545	26.162644406876552	28.549729404111986	30.929999580328968	31.20066270932648	27.616672195728825
1537924589.815593	26.92968966102444	29.36998227163167	31.925982854434096	32.22902120007575	28.49269602723325
1537924600.6639204	27.67343261032147	30.133891699396827	32.91347765001001	33.29465340378238	29.345717651916402
1537924611.5122163	28.48882501885464	30.97751899879313	33.95503046640624	34.362435918109895	30.246208096960345
1537924622.3606045	29.307256009652974	31.818518067198966	34.92683677527748	35.39694214108613	31.11724033945802
1537924633.209111	30.09206448961686	32.62148773038598	35.88314946212404	36.46979613892654	31.99935022654381
1537924644.0576997	30.924576211462863	33.461609184084864	36.90260481287032	37.472093890894485	32.89177132508212
1537924654.9046803	31.75703736592868	34.29806461288263	37.86724871685101	38.42939649810478	33.765304056480545
1537924665.7542257	32.55844193539406	35.09801158025766	38.69264473129806	39.36781500161533	34.65173435937504
1537924676.6027837	33.400615081590786	35.8805630652796	39.59178017386466	40.38056829018615	35.533486820279904
1537924687.4512022	34.21353069044562	36.75772535518763	40.595018395984425	41.27886466714472	36.383137680171785
1537924698.299549	35.0250931413284	37.48089185079152	41.38533974489201	42.228711681408186	37.22627793747688
1537924709.1477692	35.86582064160075	38.28315647318914	42.2530703003772	43.05259848265632	38.08671316859591
1537924719.9965734	36.67364641668564	39.08328445411826	43.161981630889386	43.97132138939014	38.93390918025261
1537924730.8447163	37.502886852219035	39.95533492234881	44.05377000239423	44.904562081946096	39.75698032884202
1537924741.6932783	38.2735799168845	40.718825595602084	44.92375344299717	45.74778980917745	40.60537865447077
1537924752.5414186	39.10580782392799	41.52109393512774	45.72210853667184	46.5992753172568	41.41953684329883
1537924763.3897958	39.92218868451573	42.337808588215466	46.61614118970374	47.4813456021584	42.2520337597648
1537924774.2374892	40.69551426453927	43.131654662878645	47.407636142152114	48.316141581038664	43.06167040785749
1537924785.0869493	41.478864461675585	43.860096783987956	48.15752457507642	49.109080656199694	43.87409687921672
1537924795.9355178	42.25643905959714	44.678942229375025	49.01560058137511	49.90272869861883	44.67064386020502
1537924806.7828147	43.01371908359215	45.50447420732462	49.87857365056561	50.757618968043516	45.50577115156511
1537924817.6321297	43.76520880385851	46.28117505665659	50.58641545999217	51.55140167603213	46.29726096165177
1537924828.4804251	44.56302626195475	46.98461701001588	51.39366933265046	52.31392377452585	47.064804841048044
1537924839.3291533	45.33068825826922	47.807347906753876	52.213855493713254	53.0711616795229	47.85251317094935
1537924850.1774602	46.103197500636725	48.566153984813354	52.972890351246406	53.92296859580438	48.60483879082585
1537924861.0258613	46.897943667941036	49.33110638761309	53.753161773183365	54.67719286556485	49.370579183937934
1537924871.8743744	47.62150190605098	50.00428571705379	54.41163432535268	55.3184185171217	50.13026229739944
1537924882.7226875	48.3223721909676	50.69163052994554	55.08220412182527	56.02768321721396	50.80074597943667
1537924893.5710833	49.00703170625866	51.298825653837866	55.63088215714561	56.603324410096775	51.446159329044804
1537924904.4194803	49.65962784883823	51.90769130228546	56.165338757255995	57.148350022454	52.09923553752378
1537924915.268041	50.31417071886244	52.52810603738817	56.67411540839612	57.538564347635656	52.69681030398169
1537924926.1162672	50.8638787000973	53.06466216307854	57.058547365544655	58.01136060718727	53.22273401704888
1537924936.9649043	51.428749188656184	53.553981397596544	57.44927175458224	58.354544686102145	53.739640011242045
1537924947.813143	51.98124090079409	54.00618491691057	57.765060736835494	58.71130637804754	54.23348014282101
1537924958.6615217	52.48989532352607	54.43842330096959	58.13686082443246	59.00403593744613	54.67927372171607
1537924969.5099669	52.96899075546071	54.82155536083519	58.427716759208124	59.30017751004061	55.09989360320651
1537924980.3583105	53.41669432176923	55.20369113988045	58.654274006563355	59.52445011168584	55.52212793740637
1537924991.2067006	53.85795729890606	55.54580379122308	58.8782423931616	59.74587235653007	55.90460475327336
1537925002.0550706	54.245183408305365	55.90980882404256	59.11368597132605	59.976167214001634	56.22519077681045
1537925012.9026282	54.64624028462413	56.21348051395444	59.326745595848024	60.18355051104572	56.546848853401116
1537925023.7515795	55.00208235957598	56.518481310468815	59.546852159076025	60.29011306620714	56.85474341603549
1537925034.600233	55.29968724534501	56.77093495949157	59.63698285940154	60.40084796514202	57.118415532829204
1537925045.4490163	55.62958124824809	57.01898290998906	59.775570114173206	60.549629395730335	57.39304208643216
1537925056.2973995	55.93400786054008	57.24466282543153	59.88107746191872	60.66193644958821	57.62811968816368
